Row   2 | [LCMP    ] LOADING COMPUTER                           | FUNC: MEASUREMENT INSTRUMENTS                  | MACH: LAODING COMPUTER                    | WISDOM_FUNC: ELECTRONIC EQUIPMENT
Row  46 | [CH2FSF2 ] NO.2 CARGO HOLD (2F) SUPPLY FAN NO.2       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  47 | [CH2FSF3 ] NO.2 CARGO HOLD (2F) SUPPLY FAN NO.3       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  48 | [PLMEXFAN] PAINT AND LAMP STORE EXHAUST FAN           | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  49 | [SGRSUPFA] STEERING GEAR ROOM SUPPLY FAN              | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  50 | [CH3FSF1 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.1       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  51 | [CH3FSF2 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.2       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  52 | [CH3FSF3 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.3       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  53 | [CH3FSF4 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.4       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  54 | [CH3FSF5 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.5       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
Row  55 | [CH3FSF6 ] NO.3 CARGO HOLD (3F) SUPPLY FAN NO.6       | FUNC: HEATING, VENTILATION & AIR CONDITIONING  | MACH: VENTILATION FAN                     | WISDOM_FUNC: HEATING, VENTILATION & AIR CONDITIONING
